Word,Pronunciation,Syllables,Frequency,Reading Difficulty,Spelling Difficulty
ACADEMICALLY,"['AE', 'K AH', 'D EH', 'M IH', 'K L IY']","['AC', 'A', 'DEM', 'I', 'CA', 'LLY']",825603,0.599500950752122,0.5121836703528867
ACADEMICIAN,"['AE', 'K AH', 'D AH', 'M IH', 'SH AH N']","['A', 'CAD', 'E', 'MI', 'CIAN']",123195,0.8962203563282273,0.8671835159242274
ACADEMY,"['AH', 'K AE', 'D AH', 'M IY']","['A', 'CAD', 'E', 'MY']",29252165,0.6819483629529394,0.7787767802106746
ACADIA,"['AH', 'K EY', 'D IY', 'AH']","['A', 'CA', 'DI', 'A']",827587,0.7158114001535627,0.6552918870430146
ACAPULCO,"['AE', 'K AH', 'P UH L', 'K OW']","['A', 'CA', 'PUL', 'CO']",1630701,0.7199072581031181,0.6176422875303352
ACCEDE,"['AE K', 'S IY D']","['A', 'CCEDE']",192573,0.6521165040005705,0.7101687750744439
ACCEDED,"['AE K', 'S IY', 'D IH D']","['A', 'CCED', 'ED']",176005,0.7331043665040639,0.7159816917239071
ACCEDING,"['AE K', 'S IY', 'D IH NG']","['A', 'CCED', 'ING']",155750,0.7671295386856711,0.7127050352677948
ACCELERANT,"['AE K', 'S EH', 'L ER', 'AH N T']","['A', 'CCEL', 'ER', 'ANT']",17069,0.8884006507278176,0.866234307649913
ACCELERATE,"['AE K', 'S EH', 'L ER', 'EY T']","['A', 'CCEL', 'ER', 'ATE']",3199272,0.6946952973336831,0.7369740500686839
ACCELERATED,"['AE K', 'S EH', 'L ER', 'EY', 'T IH D']","['A', 'CCEL', 'ER', 'AT', 'ED']",4336016,0.7217912663846268,0.7641268540559154
ACCELERATING,"['AE K', 'S EH', 'L ER', 'EY', 'T IH NG']","['A', 'CCEL', 'ER', 'AT', 'ING']",1568747,0.7807359732236381,0.788262388216946
ACCELERATION,"['AE K', 'S EH', 'L ER', 'EY', 'SH AH N']","['A', 'CCEL', 'ER', 'A', 'TION']",4118345,0.7628162858872559,0.7663774316478891
ACCELERATOR,"['AE K', 'S EH', 'L ER', 'EY', 'T ER']","['A', 'CCEL', 'ER', 'A', 'TOR']",3687315,0.7305953604213042,0.8182232949284963
ACCELEROMETER,"['AE K', 'S EH', 'L ER', 'AA', 'M AH', 'T ER']","['A', 'CCEL', 'ER', 'OM', 'E', 'TER']",336444,0.8624108716528469,0.9327392103489969
ACCENT,"['AH K', 'S EH N T']","['A', 'CCENT']",6036395,0.5713435422288913,0.4765221780268406
ACCENTUATE,"['AE K', 'S EH N', 'CH UW', 'EY T']","['A', 'CCEN', 'TU', 'ATE']",284301,0.7665301346273642,0.7020218493931328
ACCENTUATED,"['AE K', 'S EH N', 'CH UW', 'EY', 'T IH D']","['A', 'CCEN', 'TU', 'AT', 'ED']",238695,0.8109611474951798,0.7557750131580283
ACCENTUATING,"['AE K', 'S EH N', 'CH UW', 'EY', 'T IH NG']","['A', 'CCEN', 'TU', 'AT', 'ING']",58751,0.8851642016464534,0.7857612464557796
ACCEPT,"['AE K', 'S EH P T']","['A', 'CCEPT']",43171429,0.601356141100532,0.5535186147659624
ACCEPTABILITY,"['AH K', 'S EH P', 'T AH', 'B IH', 'L AH', 'T IY']","['A', 'CCEPT', 'A', 'BIL', 'I', 'TY']",691803,0.7773615933256194,0.7805361456259536
ACCEPTABLE,"['AE K', 'S EH P', 'T AH', 'B AH L']","['A', 'CCEPT', 'A', 'BLE']",14590887,0.6271815474757644,0.6546886055410813
ACCEPTABLY,"['AE K', 'S EH P', 'T AH', 'B L IY']","['A', 'CCEPT', 'A', 'BLY']",113043,0.7475566809728373,0.7371198490489465
ACCEPTANCE,"['AE K', 'S EH P', 'T AH N S']","['A', 'CCEP', 'TANCE']",36864919,0.5559768245953031,0.6357693918351561
ACCEPTED,"['AE K', 'S EH P', 'T IH D']","['A', 'CCEPT', 'ED']",46922000,0.6190440722731265,0.5642257825391678
ACCESS,"['AE K', 'S EH S']","['A', 'CCESS']",217986984,0.6048800114615546,0.6025339419232325
ACCESSIBILITY,"['AE K', 'S EH', 'S AH', 'B IH', 'L IH', 'T IY']","['A', 'CCE', 'SSI', 'BIL', 'I', 'TY']",19002278,0.6475725570329466,0.8210315133149851
ACCESSIBLE,"['AE K', 'S EH', 'S AH', 'B AH L']","['A', 'CCE', 'SSI', 'BLE']",18695403,0.5550880650493603,0.7081644384466065
